ID	K	P	C	O	F	G	S	BIOPROJECT	Group	completeness	contamination	strain_heterogeneity	length	N50	centrality
SRR8849228_bin.9	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus intestinalis	PRJNA530971	PCOS	99.06	0.0	0.0	2567410	47752	0.9778684523809525
SRR8849229_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000434975	PRJNA530971	PCOS	98.02	0.2	0.0	2915364	23855	0.9679575
SRR8849229_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__CAG-274 sp000432155	PRJNA530971	PCOS	99.33	0.67	0.0	2137720	75878	0.9888472500000001
SRR8849230_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G ventriosum	PRJNA530971	PCOS	99.33	0.0	0.0	2385839	47578	0.9857601764705883
SRR8849230_bin.22	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudocatenulatum	PRJNA530971	PCOS	99.9	0.23	0.0	2072180	122471	0.9842028478260871
SRR8849230_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens_A	PRJNA530971	PCOS	98.58	0.02	100.0	2676856	39861	0.9814019729729729
SRR8849231_bin.10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii	PRJNA530971	PCOS	99.28	0.48	0.0	2933007	100859	0.980098
SRR8849231_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R faecale	PRJNA530971	PCOS	97.32	0.06	100.0	2203282	88091	0.985792
SRR8849232_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes merdipullorum	PRJNA530971	PCOS	98.8	0.96	0.0	2494513	145043	0.0
SRR8849232_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Jutongia	s__Jutongia sp003524945	PRJNA530971	PCOS	96.64	0.0	0.0	2824387	63524	0.986383
SRR8849232_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum butyriciproducens	PRJNA530971	PCOS	97.99	0.0	0.0	2308058	29496	0.9654333333333334
SRR8849232_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp900545925	PRJNA530971	PCOS	94.63	1.68	0.0	3067753	63669	0.0
SRR8849233_bin.15	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Onthousia	s__Onthousia sp934130405	PRJNA530971	PCOS	89.89	1.69	0.0	1415701	24504	0.0
SRR8849233_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminiclostridium_E	s__Ruminiclostridium_E siraeum	PRJNA530971	PCOS	98.99	0.0	0.0	2498500	42357	0.9709181818181819
SRR8849233_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter sp000436755	PRJNA530971	PCOS	93.29	0.69	33.33	3040834	36133	0.986151
SRR8849233_bin.20	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-417	s__CAG-417 sp000432835	PRJNA530971	PCOS	93.26	1.28	0.0	1302857	224945	0.985325625
SRR8849233_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Laedolimicola	s__Laedolimicola sp900553635	PRJNA530971	PCOS	91.16	0.0	0.0	2443707	8638	0.0
SRR8849233_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000437255	PRJNA530971	PCOS	97.99	0.0	0.0	2120325	123014	0.0
SRR8849233_bin.44	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__CAG-115 sp003531585	PRJNA530971	PCOS	97.99	0.0	0.0	3185798	32036	0.9820808333333333
SRR8849233_bin.6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia_C	s__Roseburia_C amylophila	PRJNA530971	PCOS	99.52	0.74	0.0	2543778	72779	0.9825558333333332
SRR8849235_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hansenii	PRJNA530971	PCOS	98.07	0.0	0.0	2271466	29570	0.9737713333333332
SRR8849235_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900551945	PRJNA530971	PCOS	96.42	0.02	100.0	2699857	28532	0.0
SRR8849235_bin.34	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Amedibacillus	s__Amedibacillus dolichus	PRJNA530971	PCOS	87.88	1.04	0.0	1809038	7293	0.983422
SRR8849235_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Alitiscatomonas	s__	PRJNA530971	PCOS	93.0	1.01	0.0	2473365	15725	0.0
SRR8849236_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900539695	PRJNA530971	PCOS	93.72	0.0	0.0	2391126	30398	0.9821548571428572
SRR8849236_bin.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides hominis	PRJNA530971	PCOS	96.58	0.19	100.0	4626648	70153	0.9842873333333332
SRR8849236_bin.8	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter portucalensis	PRJNA530971	PCOS	99.55	0.38	75.0	4800446	103211	0.0
SRR8849237_bin.1	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp002232035	PRJNA530971	PCOS	100.0	0.81	0.0	2205456	64033	0.9513739999999999
SRR8849237_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Alitiscatomonas	s__Alitiscatomonas sp900066535	PRJNA530971	PCOS	99.79	0.0	0.0	2786613	28758	0.9767803749999999
SRR8849237_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__Eubacterium_I ramulus	PRJNA530971	PCOS	95.3	0.72	0.0	2477087	39140	0.9870165
SRR8849237_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000436475	PRJNA530971	PCOS	97.9	0.67	0.0	2704356	27095	0.9817876666666666
SRR8849237_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp900539945	PRJNA530971	PCOS	90.78	0.85	100.0	2095587	17277	0.9741326666666666
SRR8849237_bin.7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides uniformis	PRJNA530971	PCOS	96.91	0.19	100.0	4102570	68371	0.977935380952381
SRR8849238_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	PRJNA530971	PCOS	97.43	1.45	33.33	2152158	23650	0.0
SRR8849238_bin.31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__UBA7173	s__UBA7173 sp900548705	PRJNA530971	PCOS	98.05	0.19	0.0	2883067	41578	0.0
SRR8849240_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Brotaphodocola	s__Brotaphodocola sp900540335	PRJNA530971	PCOS	97.24	0.0	0.0	2867535	24139	0.0
SRR8849241_bin.10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella timonensis	PRJNA530971	Healthy	96.55	2.19	28.57	2564137	13674	0.9652433333333333
SRR8849241_bin.12	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera elsdenii	PRJNA530971	Healthy	100.0	0.0	0.0	2256706	40440	0.981103
SRR8849241_bin.21	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium faecis	PRJNA530971	Healthy	100.0	0.0	0.0	2109480	22155	0.9775
SRR8849241_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__Wujia chipingensis	PRJNA530971	Healthy	98.66	0.0	0.0	3081401	133098	0.98270528
SRR8849242_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp000209385	PRJNA530971	Healthy	96.74	0.0	0.0	2157494	36028	0.0
SRR8849243_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__PeH17	s__PeH17 sp000435055	PRJNA530971	Healthy	93.77	1.34	0.0	1955888	75097	0.9802275
SRR8849243_bin.11	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__UBA6448	s__UBA6448 sp000437315	PRJNA530971	Healthy	92.0	0.0	0.0	1215686	42223	0.9798095
SRR8849243_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900548615	PRJNA530971	Healthy	84.39	1.34	50.0	1959561	20263	0.0
SRR8849243_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	PRJNA530971	Healthy	93.09	0.0	0.0	2850507	40417	0.0
SRR8849243_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__UMGS1820	s__UMGS1820 sp905201285	PRJNA530971	Healthy	93.06	0.0	0.0	2113740	45650	0.0
SRR8849243_bin.22	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Onthocola_B	s__Onthocola_B sp900544625	PRJNA530971	Healthy	90.45	3.53	0.0	1247699	60543	0.982988
SRR8849243_bin.41	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp905200645	PRJNA530971	Healthy	99.38	0.3	0.0	1997431	46827	0.0
SRR8849243_bin.42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900545725	PRJNA530971	Healthy	98.32	5.37	6.67	2865759	36964	0.0
SRR8849243_bin.43	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-628	s__CAG-628 sp000438415	PRJNA530971	Healthy	91.57	5.62	16.67	1304038	35352	0.0
SRR8849243_bin.53	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Mitsuokella	s__Mitsuokella multacida	PRJNA530971	Healthy	99.77	0.08	0.0	2345329	48805	0.9633985
SRR8849243_bin.54	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp000431775	PRJNA530971	Healthy	96.38	0.67	0.0	2193583	141513	0.0
SRR8849244_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900313215	PRJNA530971	Healthy	91.57	4.37	53.85	2753536	19364	0.0
SRR8849244_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp003514385	PRJNA530971	Healthy	97.27	0.0	0.0	2143655	90916	0.9717449
SRR8849244_bin.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp900539625	PRJNA530971	Healthy	96.28	0.19	0.0	2487478	20820	0.972802
SRR8849244_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens	PRJNA530971	Healthy	96.13	0.02	100.0	2521919	96300	0.0
SRR8849244_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp000437795	PRJNA530971	Healthy	97.8	0.0	0.0	2500317	53586	0.9814257142857142
SRR8849245_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_AP	s__Clostridium_AP sp000509125	PRJNA530971	Healthy	98.25	0.03	100.0	3636397	51842	0.9878199999999999
SRR8849245_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Metalachnospira	s__Metalachnospira sp900548595	PRJNA530971	Healthy	97.32	0.0	0.0	1977230	39992	0.0
SRR8849245_bin.22	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	91.8	2.58	0.0	2055923	8295	0.0
SRR8849245_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides intestinalis	PRJNA530971	Healthy	85.53	1.55	57.14	5343416	11709	0.985782
SRR8849245_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp900541315	PRJNA530971	Healthy	95.63	0.0	0.0	2884296	19769	0.9818804999999999
SRR8849245_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900541955	PRJNA530971	Healthy	97.43	0.32	0.0	2804937	66466	0.985525
SRR8849245_bin.36	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Otoolea	s__Otoolea sp000435655	PRJNA530971	Healthy	98.73	0.0	0.0	2690973	46941	0.9671203333333334
SRR8849245_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus ammoniilyticus	PRJNA530971	Healthy	99.33	0.0	0.0	2558886	79108	0.9836730909090909
SRR8849245_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Gallintestinimicrobium	s__Gallintestinimicrobium sp900550285	PRJNA530971	Healthy	96.38	0.26	33.33	2793825	25036	0.0
SRR8849246_bin.10	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Adlercreutzia	s__Adlercreutzia equolifaciens	PRJNA530971	Healthy	90.36	0.0	0.0	2370755	17419	0.9737386000000001
SRR8849246_bin.13	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	PRJNA530971	Healthy	88.03	0.28	0.0	2130177	66776	0.975227
SRR8849246_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenella	s__Christensenella intestinihominis	PRJNA530971	Healthy	98.39	0.81	0.0	2909088	76171	0.0
SRR8849246_bin.22	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	93.41	0.81	0.0	1996093	7216	0.0
SRR8849246_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__QAND01	g__UMGS1975	s__UMGS1975 sp959600905	PRJNA530971	Healthy	80.28	1.28	33.33	1424689	3447	0.0
SRR8849246_bin.39	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Pseudobutyricicoccus	s__Pseudobutyricicoccus sp003477405	PRJNA530971	Healthy	95.75	0.67	0.0	2721008	24290	0.0
SRR8849246_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Guopingia	s__Guopingia tenuis	PRJNA530971	Healthy	96.13	1.65	25.0	2156955	17327	0.0
SRR8849247_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UBA738	s__UBA738 sp003522945	PRJNA530971	Healthy	87.25	0.0	0.0	2071731	13567	0.9810843333333333
SRR8849247_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp003534295	PRJNA530971	Healthy	80.16	0.35	0.0	1297485	89471	0.0
SRR8849247_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__Angelakisella sp900547385	PRJNA530971	Healthy	87.7	0.0	0.0	1891225	28780	0.9768728333333332
SRR8849247_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__Phil1	s__Phil1 sp001940855	PRJNA530971	Healthy	98.39	0.0	0.0	2346105	39870	0.97477575
SRR8849247_bin.22	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A succinatutens	PRJNA530971	Healthy	100.0	0.9	0.0	2027887	47833	0.9511833333333333
SRR8849247_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp003539495	PRJNA530971	Healthy	88.57	0.81	50.0	1711042	38990	0.978266
SRR8849247_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp000435995	PRJNA530971	Healthy	97.09	1.34	0.0	2651569	57867	0.983555
SRR8849247_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__Butyrivibrio_A sp000431815	PRJNA530971	Healthy	99.33	0.0	0.0	2176116	124918	0.0
SRR8849247_bin.46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp000435195	PRJNA530971	Healthy	98.66	0.84	50.0	2114261	106843	0.9705330000000001
SRR8849247_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp029983955	PRJNA530971	Healthy	96.52	0.53	0.0	2790671	25365	0.95402
SRR8849247_bin.57	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio porci	PRJNA530971	Healthy	99.41	0.3	100.0	3461430	65132	0.0
SRR8849248_bin.23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes communis	PRJNA530971	Healthy	98.64	0.48	0.0	2691723	65901	0.9891196666666667
SRR8849248_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900549705	PRJNA530971	Healthy	98.43	0.0	0.0	2569362	14797	0.9716287499999999
SRR8849249_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900546075	PRJNA530971	Healthy	90.32	1.34	50.0	1990619	7909	0.962812
SRR8849249_bin.3	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-605	s__CAG-605 sp000433255	PRJNA530971	Healthy	92.13	0.0	0.0	1216310	46750	0.0
SRR8849249_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp934476515	PRJNA530971	Healthy	97.99	0.0	0.0	2141976	36048	0.985198
SRR8849249_bin.42	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Scybalousia	s__Scybalousia sp900542735	PRJNA530971	Healthy	93.82	0.0	0.0	1266861	34258	0.976818
SRR8849249_bin.45	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius_D	PRJNA530971	Healthy	81.55	3.08	38.89	1615270	3438	0.0
SRR8849249_bin.7	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Ventrenecus	s__Ventrenecus sp905205665	PRJNA530971	Healthy	91.57	1.69	0.0	1089701	33734	0.0
SRR8849250_bin.12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides faecalis	PRJNA530971	Healthy	98.26	0.51	0.0	3630989	39073	0.0
SRR8849250_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp003491505	PRJNA530971	Healthy	97.99	0.0	0.0	2636323	63477	0.9830588181818182
SRR8849250_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp003486385	PRJNA530971	Healthy	99.11	0.67	0.0	2971017	30614	0.9783276666666666
SRR8849250_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira hominis	PRJNA530971	Healthy	99.16	0.0	0.0	2469544	61937	0.9875835000000001
SRR8849250_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp905209075	PRJNA530971	Healthy	91.26	0.72	0.0	2463384	14790	0.0
SRR8849251_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__SFEL01	s__SFEL01 sp004557245	PRJNA530971	Healthy	98.39	1.54	33.33	1673427	20361	0.9740285
SRR8849251_bin.15	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp900543825	PRJNA530971	Healthy	91.29	1.12	0.0	1059071	41250	0.984312
SRR8849251_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp905215855	PRJNA530971	Healthy	99.33	0.34	0.0	2047284	67455	0.0
SRR8849251_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp003451515	PRJNA530971	Healthy	94.92	0.17	100.0	2386799	40243	0.9730366666666667
SRR8849251_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp001916715	PRJNA530971	Healthy	86.24	1.68	0.0	1850336	9211	0.0
SRR8849251_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__YE71	s__YE71 sp000434695	PRJNA530971	Healthy	97.32	0.0	0.0	2255742	90855	0.982812
SRR8849251_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter hominis	PRJNA530971	Healthy	97.32	0.0	0.0	2652495	52084	0.0
SRR8849251_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Pseudoruminococcus	s__Pseudoruminococcus massiliensis	PRJNA530971	Healthy	85.81	1.14	0.0	1737251	4763	0.0
SRR8849251_bin.52	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Lepagella	s__Lepagella sp900541835	PRJNA530971	Healthy	97.99	0.0	0.0	2500456	91407	0.0
SRR8849251_bin.58	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	PRJNA530971	Healthy	97.82	0.92	50.0	2027770	17501	0.0
SRR8849251_bin.59	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp003150355	PRJNA530971	Healthy	83.32	1.16	44.44	1949727	8560	0.0
SRR8849251_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp003526845	PRJNA530971	Healthy	95.97	0.0	0.0	1819442	106803	0.0
SRR8849252_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anthropogastromicrobium	s__Anthropogastromicrobium aceti	PRJNA530971	Healthy	95.57	0.95	0.0	4869336	10946	0.973097857142857
SRR8849252_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__CAG-492 sp000434015	PRJNA530971	Healthy	80.23	3.4	11.11	1418315	40222	0.0
SRR8849252_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp900549055	PRJNA530971	Healthy	92.62	1.34	0.0	2188662	12645	0.0
SRR8849252_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Suilimivivens	s__Suilimivivens sp000438155	PRJNA530971	Healthy	96.18	1.06	0.0	2873433	30839	0.9824775
SRR8849252_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Suilimivivens	s__Suilimivivens aceti	PRJNA530971	Healthy	98.87	2.27	0.0	2851406	57983	0.986621
SRR8849252_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp000433975	PRJNA530971	Healthy	97.32	0.0	0.0	1841038	56609	0.0
